# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/work/07368/sbes29/ls6/db/Amil.coding.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.txt" "-T" "64" "--primary" "o0.bam" "o10.bam" "o1.bam" "o2.bam" "o3.bam" "o4.bam" "o6.bam" "o7.bam" "o8.bam" "o9.bam" "oM1.bam" "w22.bam" "w23.bam" "w24.bam" "w25.bam" "w26.bam" "w27.bam" "w28.bam" "w30.bam" "w31.bam" 
Geneid	Chr	Start	End	Strand	Length	o0.bam	o10.bam	o1.bam	o2.bam	o3.bam	o4.bam	o6.bam	o7.bam	o8.bam	o9.bam	oM1.bam	w22.bam	w23.bam	w24.bam	w25.bam	w26.bam	w27.bam	w28.bam	w30.bam	w31.bam
Amillepora17009	chr10	2865468	2870035	+	4568	0	0	8	19	3	1	2	1	2	1	11	2	7	1	0	2	1	0	4	1
Amillepora17010	chr10	2882514	2888637	+	6124	32	16	43	20	19	6	17	18	23	65	80	25	30	29	46	12	46	72	28	7
Amillepora17001	chr10	2786659	2803282	-	16624	87	128	114	217	64	35	78	121	67	79	71	107	56	94	38	130	73	87	90	54
Amillepora17004	chr10	2811141	2817631	-	6491	2954	1931	4397	5293	2106	1216	3603	2028	892	1857	1366	3998	1662	2374	1064	4014	1584	2116	1775	1651
Amillepora17008	chr10	2860748	2862387	-	1640	20	15	22	16	31	12	7	20	10	13	10	7	6	17	4	14	16	34	2	9
Amillepora17016	chr10	2943018	2956828	+	13811	200	181	223	191	128	64	139	155	66	158	103	149	102	85	49	121	71	98	78	64
Amillepora17011	chr10	2889310	2889646	+	337	0	1	2	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0
Amillepora17021	chr10	2976822	2983500	-	6679	393	323	388	346	245	199	236	247	119	324	254	398	181	218	72	342	180	262	243	195
Amillepora17018	chr10	2963673	2972457	-	8785	484	348	359	458	315	235	297	349	140	227	193	366	165	276	101	525	201	335	161	135
Amillepora17017	chr10	2957442	2961742	-	4301	11	12	12	8	7	2	8	5	2	6	4	5	2	3	4	5	4	7	8	2
Amillepora17015	chr10	2930818	2935245	-	4428	12	5	18	14	6	3	4	4	4	9	2	40	1	8	4	9	4	17	6	7
Amillepora17013	chr10	2908541	2914146	-	5606	22	22	20	14	9	14	9	7	6	14	11	13	5	16	9	9	9	17	2	3
Amillepora17014	chr10	2919396	2923013	-	3618	11	7	10	7	8	0	5	7	2	4	2	8	6	4	5	7	1	2	5	2
Amillepora17012	chr10	2894651	2899612	-	4962	1	9	16	17	5	5	6	5	7	18	31	31	12	6	2	14	9	10	6	5
Amillepora17028	chr10	3030333	3031777	+	1445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17019	chr10	2972541	2976562	+	4022	62	60	118	86	23	23	32	80	50	95	89	145	32	81	47	51	75	35	57	72
Amillepora17025	chr10	3013827	3019964	+	6138	490	325	404	408	245	182	260	337	121	273	201	371	182	260	95	264	145	274	250	145
Amillepora17022	chr10	2980664	3004522	+	23859	259	304	241	237	146	184	173	178	127	184	173	333	130	151	35	188	105	196	112	128
Amillepora17023	chr10	3004526	3013574	-	9049	27	10	29	18	12	3	16	29	12	12	11	24	6	19	6	21	13	32	17	13
Amillepora17026	chr10	3020149	3045184	-	25036	149	162	149	183	84	73	90	135	66	113	84	160	72	122	51	170	91	130	90	54
Amillepora17030	chr10	3056101	3058727	-	2627	3	2	0	0	0	0	2	1	1	0	0	1	1	1	0	1	0	2	1	0
Amillepora17029	chr10	3047048	3055302	-	8255	5	3	4	5	2	2	5	0	1	0	1	1	2	2	1	1	2	2	7	4
Amillepora17036	chr10	3151460	3155716	+	4257	0	2	1	1	1	0	0	1	3	1	1	3	0	1	0	1	0	2	5	0
Amillepora17037	chr10	3165364	3186369	+	21006	125	132	137	202	90	51	101	160	39	97	53	96	72	138	73	69	68	96	75	53
Amillepora17035	chr10	3135649	3149089	+	13441	20	22	28	15	7	5	26	18	12	13	10	18	12	23	2	15	13	14	12	7
Amillepora17033	chr10	3111548	3124290	-	12743	355	544	544	729	309	222	505	384	181	307	290	672	193	374	148	564	297	402	287	271
Amillepora17034	chr10	3133873	3142725	-	8853	10	26	25	51	11	9	21	21	12	13	10	51	13	37	9	35	9	22	6	20
Amillepora17031	chr10	3073153	3095196	-	22044	1131	1103	1256	1281	690	496	885	1018	344	832	643	1026	488	844	326	1077	596	796	640	546
Amillepora17044	chr10	3248906	3265778	+	16873	19	38	52	45	34	26	27	13	15	48	27	51	17	33	11	23	29	28	16	19
Amillepora17041	chr10	3213999	3215793	+	1795	11	18	18	1	5	2	2	4	7	11	9	6	4	1	2	4	6	11	8	2
Amillepora17040	chr10	3204196	3211850	+	7655	179	172	231	155	117	111	100	87	69	160	114	146	78	82	29	115	73	180	77	87
Amillepora17038	chr10	3186546	3194652	-	8107	806	774	1117	1563	920	799	1416	667	375	574	646	1825	597	753	227	888	455	832	591	551
Amillepora17042	chr10	3216293	3221638	-	5346	60	72	58	50	20	54	37	48	33	60	46	61	27	40	24	52	53	76	32	38
Amillepora17039	chr10	3203594	3211306	-	7713	124	181	106	111	84	46	90	95	37	90	55	100	46	79	15	83	34	75	61	46
Amillepora17043	chr10	3222318	3235175	-	12858	311	627	440	76	184	143	239	747	173	276	161	450	180	209	65	246	295	311	170	107
Amillepora17045	chr10	3267959	3273878	-	5920	7	8	13	4	3	3	5	7	1	14	4	5	1	3	1	6	4	7	4	6
Amillepora17047	chr10	3314135	3314929	+	795	1	0	1	1	0	0	1	0	0	1	6	0	0	0	0	1	2	2	1	1
Amillepora17046	chr10	3280364	3282164	+	1801	149	113	144	93	66	56	51	143	62	137	84	157	107	82	25	79	72	64	76	61
Amillepora17049	chr10	3328236	3328947	+	712	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2
Amillepora17048	chr10	3326957	3327456	+	500	0	0	3	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	2	0
Amillepora17058	chr10	3480889	3486827	+	5939	48	75	49	31	18	19	34	36	18	32	28	28	10	31	10	31	24	16	33	41
Amillepora17054	chr10	3408341	3418210	+	9870	52	93	66	119	28	13	64	69	33	44	40	49	15	45	18	58	46	43	65	21
Amillepora17057	chr10	3474797	3476345	+	1549	0	3	0	0	0	1	1	0	1	0	0	0	0	1	0	1	2	0	0	1
Amillepora17055	chr10	3437961	3443622	+	5662	47	70	80	111	32	20	49	69	33	35	45	72	25	52	21	66	45	44	62	29
Amillepora17050	chr10	3355447	3362361	+	6915	96	92	92	83	49	22	71	77	19	88	56	78	29	50	31	102	57	67	46	43
Amillepora17051	chr10	3363922	3394961	-	31040	15	24	25	27	11	3	18	22	16	17	8	22	10	14	4	17	9	22	14	10
Amillepora17053	chr10	3398559	3402886	-	4328	3	7	7	17	1	6	3	2	6	9	9	1	1	0	4	4	5	6	2	1
Amillepora17060	chr10	3510833	3519576	-	8744	264	131	184	171	83	81	143	190	46	116	142	135	88	128	55	130	66	123	86	153
Amillepora17059	chr10	3502267	3503292	-	1026	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Amillepora17064	chr10	3532784	3548963	-	16180	1097	304	377	461	392	240	167	521	123	502	278	220	81	271	142	413	71	222	109	141
Amillepora17066	chr10	3558754	3568079	-	9326	594	369	521	364	427	175	610	477	157	416	337	301	166	319	131	381	216	308	210	169
Amillepora17061	chr10	3522429	3523542	-	1114	37	31	44	33	19	16	23	51	11	19	26	36	15	25	2	33	14	12	14	18
Amillepora17065	chr10	3553294	3557612	-	4319	6	3	2	7	0	3	6	1	5	3	3	0	0	1	0	1	0	1	1	1
Amillepora17067	chr10	3570863	3576199	-	5337	13	9	11	9	12	4	5	12	5	14	14	7	3	13	8	10	9	16	7	1
Amillepora17062	chr10	3524096	3525753	-	1658	0	1	0	2	0	0	0	2	2	0	2	1	0	0	1	0	0	0	1	0
Amillepora17068	chr10	3610969	3614813	-	3845	4	5	6	2	1	1	1	3	8	4	1	4	1	0	1	2	2	2	7	0
Amillepora17069	chr10	3618263	3620826	-	2564	2	7	4	3	3	2	4	2	1	1	4	3	2	2	4	1	10	1	1	1
Amillepora17072	chr10	3781162	3785072	+	3911	10	37	15	33	10	2	10	18	13	17	6	14	5	10	4	18	6	16	5	9
Amillepora17071	chr10	3779694	3780701	+	1008	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Amillepora17070	chr10	3762648	3773178	-	10531	117	117	129	96	46	20	79	92	25	96	50	111	45	76	30	90	48	36	59	48
Amillepora17080	chr10	3858871	3863022	+	4152	413	464	494	347	272	178	246	355	156	408	267	464	203	263	125	392	242	223	190	160
Amillepora17077	chr10	3840225	3853214	+	12990	194	212	286	267	144	72	219	184	81	204	158	307	108	180	66	258	113	137	126	128
Amillepora17079	chr10	3856180	3858807	-	2628	725	566	995	479	425	373	433	380	262	537	495	680	350	387	210	740	335	456	452	263
Amillepora17076	chr10	3832964	3839995	-	7032	15	14	15	21	8	7	12	9	6	9	6	11	3	10	2	12	4	9	8	2
Amillepora17074	chr10	3791470	3792688	-	1219	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Amillepora17075	chr10	3815049	3815876	-	828	165	180	169	127	175	134	181	136	31	207	57	217	90	196	31	67	33	111	69	121
Amillepora17073	chr10	3785466	3788249	-	2784	39	14	17	24	6	5	15	15	4	19	22	8	15	8	3	9	6	9	15	5
Amillepora17084	chr10	3933694	3938416	+	4723	165	186	217	173	132	90	124	140	77	142	110	173	72	125	39	195	65	114	111	68
Amillepora17088	chr10	3948249	3950757	+	2509	9	20	5	15	6	10	7	13	5	5	2	10	3	7	1	6	6	6	2	2
Amillepora17082	chr10	3918869	3922921	+	4053	0	3	1	0	0	0	0	0	0	2	2	0	0	0	0	1	1	2	0	0
Amillepora17087	chr10	3944752	3946731	+	1980	14	7	16	8	3	3	7	6	4	9	10	13	6	7	4	10	3	2	7	3
Amillepora17086	chr10	3939568	3943334	+	3767	83	66	51	51	46	17	45	53	20	53	38	96	36	21	11	37	23	33	21	32
Amillepora17091	chr10	3970072	3972814	+	2743	9	2	18	9	8	5	8	6	0	18	3	5	3	3	2	9	6	6	4	3
Amillepora17083	chr10	3927126	3930575	-	3450	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Amillepora17081	chr10	3871208	3893628	-	22421	18	36	36	64	14	8	17	37	10	21	26	25	7	23	5	22	9	20	31	6
Amillepora17089	chr10	3950919	3957773	-	6855	111	99	121	96	71	48	74	78	42	90	55	111	48	63	23	87	57	84	55	33
Amillepora17090	chr10	3960316	3968584	-	8269	82	60	65	102	19	22	66	38	20	59	47	50	17	24	10	37	7	49	22	19
Amillepora17085	chr10	3939107	3939403	-	297	11	23	48	43	56	7	16	10	5	12	7	14	32	11	13	21	8	30	7	2
Amillepora17099	chr10	4069777	4070890	+	1114	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
Amillepora17100	chr10	4077027	4079291	+	2265	0	2	2	0	0	0	0	0	2	1	1	0	1	3	0	2	1	1	0	0
Amillepora17101	chr10	4080956	4084735	+	3780	1	119	17	10	10	1	2	7	4	2	5	19	5	24	0	8	4	3	2	6
Amillepora17098	chr10	4064752	4066676	+	1925	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
Amillepora17092	chr10	3998189	3999674	+	1486	3	1	0	1	1	2	0	1	0	0	1	0	2	0	0	0	1	0	1	1
Amillepora17096	chr10	4038390	4039769	-	1380	0	2	4	1	4	1	1	1	0	1	6	2	0	0	3	6	1	1	0	1
Amillepora17095	chr10	4013132	4036127	-	22996	157	273	275	188	107	108	126	131	87	192	188	207	81	110	52	150	109	149	132	75
Amillepora17097	chr10	4048200	4054112	-	5913	112	117	109	161	84	47	97	160	36	44	79	99	49	87	28	89	90	88	77	67
Amillepora17106	chr10	4132379	4136057	+	3679	63	64	54	68	37	20	30	51	23	41	40	36	15	42	16	41	37	46	40	17
Amillepora17110	chr10	4167654	4179598	+	11945	37	52	67	72	22	15	27	41	14	28	24	30	18	15	7	23	11	31	18	18
Amillepora17103	chr10	4106423	4107431	+	1009	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
Amillepora17108	chr10	4148079	4149070	+	992	1	2	2	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0
Amillepora17105	chr10	4126341	4131207	-	4867	82	99	84	84	68	46	80	101	46	54	43	125	21	35	37	64	53	69	46	35
Amillepora17102	chr10	4086528	4098966	-	12439	4	7	9	7	5	2	1	6	3	6	3	7	0	10	1	5	3	5	4	4
Amillepora17107	chr10	4136109	4138811	-	2703	17	12	17	19	6	5	15	19	6	11	13	7	3	9	4	11	6	10	8	11
Amillepora17109	chr10	4161107	4167509	-	6403	3	8	11	8	1	3	3	0	2	10	5	4	4	3	1	3	3	6	4	3
Amillepora17117	chr10	4274397	4278600	+	4204	88	87	99	170	47	44	33	63	21	100	53	78	41	102	17	87	44	58	68	34
Amillepora17115	chr10	4255100	4256664	+	1565	1	10	1	9	0	1	4	2	3	2	1	8	3	4	0	1	1	0	3	1
Amillepora17116	chr10	4269268	4271795	+	2528	59	58	14	71	8	5	14	35	13	186	6	33	26	15	5	32	27	5	30	34
Amillepora17114	chr10	4247133	4253139	+	6007	8	9	13	22	7	2	2	3	9	4	6	16	2	7	1	6	2	9	3	5
Amillepora17113	chr10	4222011	4240950	+	18940	16	20	29	34	9	8	30	19	18	13	13	16	6	7	3	11	6	11	6	5
Amillepora17111	chr10	4183400	4192579	-	9180	71	66	77	57	21	31	36	38	35	34	52	69	22	28	21	40	33	34	33	22
Amillepora17112	chr10	4202235	4213505	-	11271	17	57	24	40	12	3	14	22	11	29	15	14	7	9	2	16	7	7	14	6
Amillepora17120	chr10	4312747	4313391	+	645	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Amillepora17121	chr10	4313431	4314255	-	825	2	1	1	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Amillepora17118	chr10	4287382	4289128	-	1747	7	4	5	3	2	1	2	1	4	3	4	3	0	1	2	7	0	3	0	3
Amillepora17119	chr10	4289171	4293113	-	3943	46	23	17	3	8	2	8	13	7	12	6	8	2	8	5	6	6	5	9	5
Amillepora17133	chr10	4457857	4459543	+	1687	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17134	chr10	4471968	4473005	+	1038	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
Amillepora17130	chr10	4418546	4420636	+	2091	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Amillepora17129	chr10	4404755	4414677	+	9923	23	3	18	6	1	1	2	3	1	1	0	5	1	4	6	3	8	2	14	2
Amillepora17131	chr10	4434375	4442684	+	8310	11	15	4	7	7	0	16	0	16	5	1	11	2	1	2	0	1	0	10	0
Amillepora17127	chr10	4379806	4381805	+	2000	24	16	5	1	6	10	39	2	6	1	11	51	0	4	0	5	31	5	7	3
Amillepora17124	chr10	4341968	4343955	+	1988	35	59	24	13	14	10	8	17	12	14	9	26	11	21	4	24	3	11	17	8
Amillepora17123	chr10	4334983	4336024	+	1042	1	0	0	0	1	2	2	0	0	0	0	1	0	0	1	0	0	1	0	0
Amillepora17122	chr10	4322365	4323251	+	887	4	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0
Amillepora17125	chr10	4354798	4356841	+	2044	2	0	6	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	3	4
Amillepora17126	chr10	4367305	4369236	+	1932	9	0	3	7	2	0	1	0	0	0	0	0	0	1	0	2	4	0	3	1
Amillepora17128	chr10	4389008	4391723	+	2716	12	5	5	11	5	3	1	4	0	3	6	3	3	5	1	12	4	18	10	3
Amillepora17132	chr10	4439551	4441113	-	1563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17139	chr10	4527503	4528350	+	848	9	5	5	6	5	2	3	1	2	4	6	0	0	4	0	3	0	4	1	0
Amillepora17135	chr10	4502687	4505073	+	2387	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17136	chr10	4509917	4517677	+	7761	41	69	22	23	12	5	10	6	10	1	10	33	9	26	2	12	4	7	5	7
Amillepora17140	chr10	4531552	4533205	-	1654	1	1	0	3	0	0	0	3	0	1	2	1	0	0	0	0	1	2	2	1
Amillepora17137	chr10	4520972	4522629	+	1658	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Amillepora17138	chr10	4523247	4523606	+	360	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17146	chr10	4653344	4665625	+	12282	17	39	29	31	24	8	40	13	31	10	15	22	7	32	9	47	11	24	23	5
Amillepora17144	chr10	4598484	4600471	+	1988	1	4	1	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0
Amillepora17143	chr10	4576742	4597367	+	20626	74	81	73	67	33	28	58	66	23	59	61	53	38	52	22	70	34	59	56	42
Amillepora17141	chr10	4537135	4555083	+	17949	115	546	343	157	368	126	218	366	51	62	75	125	509	166	200	108	351	255	99	166
Amillepora17142	chr10	4558028	4574754	+	16727	29	28	34	53	19	8	27	32	23	20	32	22	14	19	12	30	15	15	28	17
Amillepora17147	chr10	4667899	4671155	-	3257	206	206	315	198	211	138	167	166	80	194	117	258	136	149	56	156	89	183	166	139
Amillepora17156	chr10	4756962	4760758	+	3797	1450	566	56	46	1	21	13	490	6	57	12	7	5	504	0	28	12	13	455	29
Amillepora17153	chr10	4729001	4740061	+	11061	12	27	14	14	4	3	6	11	10	9	12	13	4	3	9	12	10	6	6	14
Amillepora17154	chr10	4745973	4750451	+	4479	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0
Amillepora17155	chr10	4751064	4751876	+	813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17150	chr10	4687165	4728809	-	41645	80	89	148	143	44	45	66	165	27	60	39	86	37	55	33	61	42	112	54	36
Amillepora17161	chr10	4803105	4811906	-	8802	3	9	1	4	1	0	3	2	5	5	3	4	3	2	3	5	6	0	1	1
Amillepora17159	chr10	4786528	4797149	-	10622	104	34	38	49	114	68	20	39	26	18	26	28	52	38	6	30	13	38	20	92
Amillepora17158	chr10	4774341	4779773	-	5433	1	0	1	20	0	0	1	0	0	0	4	2	0	0	1	0	0	6	0	0
Amillepora17186	chr10	4958030	4963002	-	4973	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	2	1
Amillepora17187	chr10	4964813	4980841	-	16029	9	24	13	4	4	2	4	8	5	1	5	3	1	5	1	5	2	3	6	2
Amillepora17162	chr10	4858747	4905640	+	46894	18	43	25	26	22	10	9	16	9	16	29	17	6	22	2	22	16	11	7	10
Amillepora17188	chr10	4980845	4981752	-	908	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17189	chr10	4988726	4990096	+	1371	1	1	16	10	0	1	0	0	3	3	1	0	4	14	0	2	5	2	0	1
Amillepora17193	chr10	5009360	5010745	+	1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17197	chr10	5063870	5066962	+	3093	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Amillepora17190	chr10	4990614	4993157	-	2544	1	0	1	2	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0
Amillepora17198	chr10	5073581	5077630	-	4050	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17192	chr10	5003156	5003680	-	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17191	chr10	5002578	5003096	-	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17200	chr10	5160365	5164399	+	4035	2	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
Amillepora17199	chr10	5087446	5091231	+	3786	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Amillepora17201	chr10	5290833	5309242	+	18410	0	1	4	3	1	0	1	4	13	2	8	2	1	5	2	5	1	0	12	2
Amillepora17207	chr10	5439736	5444783	+	5048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17203	chr10	5360473	5361150	-	678	0	2	6	6	0	1	0	1	0	1	2	1	3	4	1	5	2	1	1	0
Amillepora17209	chr10	5484511	5485032	-	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17204	chr10	5379605	5385969	-	6365	14	0	1	16	0	9	1	7	1	0	5	3	0	4	0	6	0	3	2	20
Amillepora17210	chr10	5485192	5485887	-	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17211	chr10	5485916	5486570	-	655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17208	chr10	5458401	5468225	+	9825	17	17	18	35	156	12	13	7	3	14	10	19	6	7	34	33	15	18	8	13
Amillepora17212	chr10	5517195	5521807	-	4613	2	10	34	9	3	10	7	1	8	9	2	0	2	0	16	0	0	2	0	1
Amillepora17213	chr10	5581201	5581761	+	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17218	chr10	5654904	5672177	-	17274	3	9	7	5	2	3	1	8	14	0	6	4	4	4	0	5	3	1	5	4
Amillepora17219	chr10	5672247	5673710	-	1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17217	chr10	5648537	5649535	-	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17227	chr10	5751619	5752686	-	1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17225	chr10	5749243	5750019	-	777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17226	chr10	5750698	5751605	-	908	0	0	1	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0
Amillepora17222	chr10	5679821	5740724	-	60904	32	41	81	54	29	9	17	67	22	27	24	66	13	39	15	37	29	20	25	29
Amillepora17228	chr10	5772833	5777279	+	4447	0	1	0	1	0	0	0	1	0	1	2	0	0	0	3	1	0	0	1	0
Amillepora17224	chr10	5746281	5749212	-	2932	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Amillepora17234	chr10	5847952	5849283	-	1332	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17233	chr10	5822572	5823675	-	1104	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Amillepora17231	chr10	5792179	5795418	-	3240	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Amillepora17229	chr10	5781823	5784390	-	2568	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17232	chr10	5810302	5813518	-	3217	2	6	4	3	0	0	2	1	0	1	0	2	2	3	0	0	3	0	1	0
Amillepora17230	chr10	5784398	5786688	-	2291	0	2	0	2	0	0	0	0	1	1	0	3	0	1	0	1	0	1	0	0
Amillepora17235	chr10	5856068	5857448	-	1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17241	chr10	5930585	5932429	+	1845	23	43	5	2	6	12	5	43	4	8	32	4	1	4	2	22	42	5	8	6
Amillepora17243	chr10	5954210	5955124	+	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17238	chr10	5902397	5903365	+	969	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17237	chr10	5891984	5893709	+	1726	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Amillepora17242	chr10	5936672	5937301	-	630	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17250	chr10	6050726	6053137	+	2412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17251	chr10	6055155	6055526	+	372	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17245	chr10	6014873	6016420	+	1548	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Amillepora17248	chr10	6044095	6045353	+	1259	1	0	1	5	1	0	3	0	0	2	3	0	2	0	0	0	0	0	1	0
Amillepora17253	chr10	6074775	6078948	-	4174	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0
Amillepora17254	chr10	6086524	6089573	-	3050	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Amillepora17252	chr10	6056573	6057377	-	805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17249	chr10	6045540	6047900	+	2361	0	1	1	0	1	0	0	0	0	1	0	0	0	7	0	0	0	0	0	1
Amillepora17261	chr10	6210325	6211854	-	1530	1	0	0	3	0	0	0	0	0	2	2	0	0	0	0	3	1	0	0	0
Amillepora17259	chr10	6156588	6158171	-	1584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17260	chr10	6187002	6188585	-	1584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17262	chr10	6266335	6268394	-	2060	0	2	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Amillepora17269	chr10	6366160	6382387	-	16228	199	221	207	191	187	186	180	233	78	176	93	258	138	75	88	222	113	181	188	114
Amillepora17263	chr10	6302478	6305693	-	3216	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17271	chr10	6431376	6431780	+	405	4	7	4	0	2	0	1	6	0	2	1	2	0	1	2	1	2	1	2	1
Amillepora17270	chr10	6400888	6417954	+	17067	126	86	131	115	51	51	69	81	48	59	71	89	46	65	34	85	46	64	59	32
Amillepora17278	chr10	6512779	6525940	+	13162	305	232	269	285	170	186	171	162	80	223	164	283	178	160	47	208	91	175	136	129
Amillepora17273	chr10	6495956	6498927	+	2972	59	69	78	36	28	29	36	43	15	45	30	38	38	37	10	32	13	27	28	22
Amillepora17276	chr10	6505588	6507629	-	2042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17275	chr10	6504166	6505560	-	1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17280	chr10	6613143	6616951	+	3809	0	1	0	2	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0	0
Amillepora17281	chr10	6621794	6623014	-	1221	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Amillepora17288	chr10	6661819	6663557	-	1739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17287	chr10	6647872	6653809	+	5938	1	1	6	5	0	0	1	0	2	2	1	2	1	0	0	1	0	1	5	0
Amillepora17293	chr10	6712887	6713903	+	1017	1	0	0	4	0	0	0	0	0	0	0	1	1	23	0	0	0	6	1	0
Amillepora17296	chr10	6738644	6739678	+	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora17299	chr10	6744345	6744662	+	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
