amillepora00632 069l
amillepora21367 arrd4-2
amillepora00921 arsb
amillepora00922 arsb-2
amillepora07014 arsb-3
amillepora23708 arsb-4
amillepora24803 arsb-5
amillepora24815 arsb-6
amillepora24816 arsb-7
amillepora12996 arsi
amillepora18067 arsi-2
amillepora28813 arsi-3
amillepora05699 arsj
amillepora12994 arsj-2
amillepora18066 arsj-3
amillepora03696 arsk
amillepora05459 arvc
amillepora24118 arvc-2
amillepora35279 arvc-3
amillepora35483 arvc-4
amillepora02933 arx
amillepora24354 arx-2
amillepora31523 arx-3
amillepora04628 as3mt
amillepora06281 as3mt-2
amillepora06282 as3mt-3
amillepora15365 as3mt-4
amillepora15367 as3mt-5
amillepora23542 as3mt-6
amillepora23543 as3mt-7
amillepora23545 as3mt-8
amillepora06878 asah1
amillepora14593 asap1
amillepora14657 asap1-2
amillepora08035 asb13
amillepora14562 asb13-2
amillepora14578 asb13-3
amillepora16075 asb18
amillepora13216 asb2
amillepora04574 asb8
amillepora14197 asb8-2
amillepora15015 asb8-3
amillepora24961 asb8-4
amillepora21934 asb9
amillepora24514 asb9-2
amillepora24573 ascc1
amillepora24302 ascc2
amillepora19843 ascc3
amillepora04670 ascl4
amillepora04667 ascl5
amillepora26019 asf1a
amillepora08758 asgl1
amillepora08760 asgl1-2
amillepora23321 asgl1-3
amillepora06551 asgr2
amillepora10386 ash2l
amillepora19532 ashwn
amillepora02715 asic1
amillepora03826 asic1-2
amillepora18258 asic1-3
amillepora01407 asic2
amillepora01408 asic2-2
amillepora02710 asic2-3
amillepora02712 asic2-4
amillepora14133 asic2-5
amillepora23286 asic2-6
amillepora32909 asic2-7
amillepora32912 asic2-8
amillepora02709 asic3
amillepora03825 asic3-2
amillepora18254 asic3-3
amillepora18256 asic3-4
amillepora02714 asic5
amillepora21940 asm
amillepora25999 asm3a
amillepora26242 asm3a-2
amillepora04385 asm3b
amillepora07720 asml
amillepora08074 asml-2
amillepora26054 asnd1
amillepora11036 asns
amillepora07247 aso
amillepora01399 asomp
amillepora13713 aspc1
amillepora22858 aspd
amillepora17817 aspg
amillepora32566 aspg-2
amillepora20399 asph
amillepora37765 asph-2
amillepora22265 asph2
amillepora00165 aspm
amillepora07798 aspp1
amillepora25267 aspp2
amillepora27486 aspp2-2
amillepora20109 aspx
amillepora34764 aspx-2
amillepora00759 assy
amillepora14070 aste1
amillepora14072 aste1-2
amillepora14074 aste1-3
amillepora14079 aste1-4
amillepora14080 aste1-5
amillepora14081 aste1-6
amillepora14082 aste1-7
amillepora37247 aste1-8
amillepora37249 aste1-9
amillepora29428 aster
amillepora08119 astl
amillepora08135 astl-2
amillepora13995 astl-3
amillepora34300 astl-4
amillepora36688 astl-5
amillepora02916 astrb
amillepora24356 astrb-2
amillepora18134 asxl1
amillepora08053 asz1
amillepora06258 at10a
amillepora23683 at11c
amillepora06134 at131
amillepora19104 at133
amillepora30730 at1a1
amillepora30732 at1a1-2
amillepora30734 at1a1-3
amillepora24738 at1b1
amillepora25018 at2a2
amillepora07096 at2b3
amillepora07097 at2b3-2
amillepora07100 at2b3-3
amillepora18787 at2b4
amillepora28815 at2c1
amillepora09673 at2l1
amillepora04314 at5f1
amillepora08556 at5g2
amillepora16941 at7l1
amillepora08301 at7l3
amillepora08456 at8a1
amillepora01416 at8b1
amillepora01420 at8b2
amillepora10648 atad1
amillepora04787 atad2
amillepora14016 atad5
amillepora29174 atat
amillepora23238 atd2b
amillepora18747 atd3b
amillepora19959 ate1
amillepora00802 atf2
amillepora00828 atf2-2
amillepora09467 atf2-3
amillepora09923 atf3
amillepora13122 atf5
amillepora01595 atf6a
amillepora25998 atg10
amillepora12638 atg11
amillepora13321 atg13
amillepora02600 atg26
amillepora15461 atg2b
amillepora24687 atg3
amillepora24672 atg4b
amillepora25104 atg4d
amillepora01211 atg5
amillepora25698 atg7
amillepora25701 atg7-2
amillepora12908 atg9a
amillepora20652 atif1
amillepora19436 atl3
amillepora19438 atl3-2
amillepora12723 atla1
amillepora19913 atm
amillepora31845 atmin
amillepora06880 atox1
amillepora07001 atp23
amillepora21836 atp5h
amillepora15798 atp5s
amillepora06091 atp7a
amillepora06645 atp7a-2
amillepora20336 atp7b
amillepora29331 atp7b-2
amillepora09127 atp9b
amillepora01894 atpa
amillepora08349 atpb
amillepora25289 atpd
amillepora26059 atpf1
amillepora14452 atpf2
amillepora25122 atpf2-2
amillepora03635 atpg
amillepora23854 atpg1
amillepora03729 atpmk
amillepora20181 atpo
amillepora21100 atr
amillepora21101 atr-2
amillepora19236 atrap
amillepora27902 atrf
amillepora02854 atrip
amillepora16243 atrip-2
amillepora00341 atrn1
amillepora03491 atrn1-2
amillepora06442 atrx
amillepora00446 ats10
amillepora19444 ats14
amillepora36849 ats15
amillepora00431 ats16
amillepora01804 ats16-2
amillepora24618 ats16-3
amillepora01078 ats18
amillepora24608 ats18-2
amillepora10071 ats19
amillepora04717 ats3
amillepora24604 ats3-2
amillepora07128 ats5
amillepora01079 ats6
amillepora01081 ats6-2
amillepora01772 ats6-3
amillepora03061 ats6-4
amillepora23702 ats6-5
amillepora24603 ats6-6
amillepora24607 ats6-7
amillepora24609 ats6-8
amillepora32119 ats6-9
amillepora32678 ats6-10
amillepora03017 ats7
amillepora24605 ats7-2
amillepora03647 ats9
amillepora18684 ats9-2
amillepora18175 atty
amillepora31913 atty-2
amillepora22624 atx2l
amillepora08866 atx3
amillepora31038 auhm
amillepora03357 aup1
amillepora08435 aur1
amillepora03535 aure
amillepora10805 aurka
amillepora23196 auts2
amillepora16593 aven
amillepora16615 aven-2
amillepora12976 avil
amillepora10983 avl9
amillepora13557 avr2a
amillepora21875 avr2b
amillepora29427 avr4
amillepora01590 axdn1
amillepora13712 axin1
amillepora32353 azab
amillepora01947 b2cl1
amillepora17953 b2cl1-2
amillepora04939 b2cl2
amillepora16348 b2cl2-2
amillepora05300 b2l13
amillepora27355 b3a2
amillepora23696 b3a3
amillepora19179 b3ga1
amillepora03474 b3ga3
amillepora19180 b3ga3-2
amillepora18853 b3gl1
amillepora08603 b3gl2
amillepora26232 b3gl2-2
amillepora22219 b3glt
amillepora08936 b3gn5
amillepora08975 b3gn5-2
amillepora08976 b3gn5-3
amillepora08994 b3gn5-4
amillepora08995 b3gn5-5
amillepora15808 b3gn5-6
amillepora08402 b3gn7
amillepora25232 b3gn7-2
amillepora02967 b3gt1
amillepora15810 b3gt1-2
amillepora20530 b3gt1-3
amillepora20531 b3gt1-4
amillepora22474 b3gt1-5
amillepora25229 b3gt1-6
amillepora25230 b3gt1-7
amillepora19427 b3gt6
amillepora25228 b3gt6-2
amillepora25373 b3gt6-3
amillepora25376 b3gt6-4
amillepora25378 b3gt6-5
amillepora27384 b3gt6-6
amillepora27386 b3gt6-7
amillepora27424 b3gt6-8
amillepora30741 b3gt6-9
amillepora31888 b3gt6-10
amillepora09816 b4ga1
amillepora01820 b4gn3
amillepora01845 b4gn3-2
amillepora03300 b4gn3-3
amillepora03301 b4gn3-4
amillepora07853 b4gn3-5
amillepora07869 b4gn3-6
amillepora07883 b4gn3-7
amillepora09491 b4gn3-8
amillepora13007 b4gn3-9
amillepora13008 b4gn3-10
amillepora13009 b4gn3-11
amillepora13010 b4gn3-12
amillepora13011 b4gn3-13
amillepora13652 b4gn3-14
amillepora23493 b4gn3-15
amillepora27521 b4gn3-16
amillepora32002 b4gn3-17
amillepora00941 b4gn4
amillepora00946 b4gn4-2
amillepora00948 b4gn4-3
amillepora03299 b4gn4-4
amillepora03302 b4gn4-5
amillepora09823 b4gn4-6
amillepora09824 b4gn4-7
amillepora09825 b4gn4-8
amillepora09826 b4gn4-9
amillepora09827 b4gn4-10
amillepora09828 b4gn4-11
amillepora09829 b4gn4-12
amillepora09835 b4gn4-13
amillepora09836 b4gn4-14
amillepora09837 b4gn4-15
amillepora09838 b4gn4-16
amillepora09839 b4gn4-17
amillepora10375 b4gn4-18
amillepora10378 b4gn4-19
amillepora10379 b4gn4-20
amillepora13012 b4gn4-21
amillepora13530 b4gn4-22
amillepora24562 b4gn4-23
amillepora31963 b4gn4-24
amillepora37797 b4gn4-25
amillepora05615 b4gt1
amillepora20718 b4gt1-2
amillepora05405 b4gt7
amillepora14404 b9d1
amillepora12143 baat
amillepora28429 baba1
amillepora28435 baba1-2
amillepora28438 baba1-3
amillepora28447 baba1-4
amillepora36789 baba1-5
amillepora16675 baba2
amillepora22244 bacd3
amillepora08333 bace1
amillepora08338 bace1-2
amillepora24639 bace1-3
amillepora32175 bach
amillepora16404 baf
amillepora16411 baf-2
amillepora30924 baf-3
amillepora34880 bag
amillepora02372 bag1
amillepora20646 bag4
amillepora00784 bag6
amillepora33893 bag6-2
amillepora33920 bag6-3
amillepora26806 bahd1
amillepora14102 baip2
amillepora04949 bak
amillepora15235 bakor
amillepora04030 banp
amillepora10547 banp-2
amillepora11158 banp-3
amillepora11611 banp-4
amillepora12185 banp-5
amillepora13900 banp-6
amillepora16640 banp-7
amillepora27191 banp-8
amillepora29726 banp-9
amillepora33979 banp-10
amillepora34642 banp-11
amillepora37669 banp-12
amillepora37881 banp-13
amillepora07950 bap1
amillepora33508 bap18
amillepora17025 bap31
amillepora29995 bar3
amillepora12477 bard1
amillepora01204 barh1
amillepora12809 barh1-2
amillepora01207 barh2
amillepora18740 barh2-2
amillepora22199 barx2
amillepora22200 barx2-2
amillepora24223 barx2-3
amillepora05474 bass4
amillepora05475 bass4-2
amillepora31830 bat1
amillepora31831 bat1-2
amillepora31832 bat1-3
amillepora31835 bat1-4
amillepora33957 bat1-5
amillepora19900 bat38
amillepora13170 bax
amillepora15525 baz1a
amillepora10388 baz1b
amillepora15811 bbln
amillepora27471 bbof1
amillepora28313 bbof1-2
amillepora00739 bbp
amillepora02629 bbp-2
amillepora19421 bbp-3
amillepora28212 bbp-4
amillepora28213 bbp-5
amillepora32221 bbp-6
amillepora37246 bbp-7
amillepora18828 bbs1
amillepora08973 bbs10
amillepora08997 bbs10-2
amillepora08549 bbs12
amillepora10440 bbs2
amillepora09195 bbs4
amillepora11271 bbs5
amillepora08428 bbs7
amillepora05028 bcap
amillepora09327 bcar1
amillepora22239 bcas3
amillepora13288 bcat2
amillepora03561 bccip
amillepora04072 bcct1
amillepora03970 bcct3
amillepora25111 bcct3-2
amillepora23690 bcd1
amillepora08909 bcdo1
amillepora15243 bcdo2
amillepora22245 bckd
amillepora00463 bcl10
amillepora02966 bcl2
amillepora24234 bcl3
amillepora24237 bcl3-2
amillepora25002 bcl7a
amillepora24397 bcor
amillepora18148 bcs1
amillepora03789 bd1l1
amillepora03401 bdh
amillepora03449 bdh-2
amillepora17920 bdh2
amillepora09840 bdp1
amillepora28046 becn1
amillepora15149 begin
amillepora24549 bend2
amillepora37107 bend2-2
amillepora27903 bend3
amillepora30028 bend3-2
amillepora30090 bend3-3
amillepora11800 bend4
amillepora35859 bend7
amillepora09813 bet1
amillepora09590 bet1l
amillepora04690 bets
amillepora14336 bfar
amillepora14364 bfar-2
amillepora03406 bgal
amillepora03445 bgal-2
amillepora29597 bgal-3
amillepora37271 bgbp
amillepora07499 bgh3
amillepora22197 bglr
amillepora22329 bglr-2
amillepora22330 bglr-3
amillepora27926 bha15
amillepora02634 bhmt1
amillepora02717 bhmt1-2
amillepora25138 bhmt1-3
amillepora29699 bhmt1-4
amillepora25158 bi1
amillepora25185 bi1-2
amillepora10641 bicc1
amillepora32044 bicc1-2
amillepora12543 bicd1
amillepora18434 bicd2
amillepora18484 bicd2-2
amillepora22297 bicl1
amillepora09477 bicra
amillepora05664 biea
amillepora05674 biea-2
amillepora31919 biea-3
amillepora23118 big1
amillepora23123 big1-2
amillepora20215 big3
amillepora12308 bin1
amillepora03819 bin3
amillepora37776 bin3-2
amillepora28281 biob
amillepora26857 bip
amillepora26872 bip-2
amillepora10381 birc2
amillepora14555 birc5
amillepora14585 birc5-2
amillepora15570 birc6
amillepora28799 birc6-2
amillepora24209 bivm
amillepora20674 bl1s2
amillepora08742 bl1s4
amillepora21239 bl1s5
amillepora04488 bl1s6
amillepora02526 blm
amillepora06472 blm-2
amillepora10679 blm-3
amillepora11763 blm-4
amillepora13952 blm-5
amillepora15442 blm-6
amillepora28765 blm-7
amillepora30788 blm-8
amillepora31740 blm-9
amillepora33290 blm-10
amillepora38224 blm-11
amillepora22033 blmh
amillepora08239 blml
amillepora08489 blml-2
amillepora08490 blml-3
amillepora08492 blml-4
amillepora08493 blml-5
amillepora17950 blml-6
amillepora30494 blml-7
amillepora20286 blvrb
amillepora20287 blvrb-2
amillepora06995 bmbl
amillepora12617 bmi1
amillepora12618 bmi1-2
amillepora12622 bmi1-3
amillepora06544 bmp1
amillepora06547 bmp1-2
amillepora06550 bmp1-3
amillepora06933 bmp1-4
amillepora07815 bmp1-5
amillepora07816 bmp1-6
amillepora07817 bmp1-7
amillepora07819 bmp1-8
amillepora07820 bmp1-9
amillepora09478 bmp1-10
amillepora19800 bmp1-11
amillepora25863 bmp1-12
amillepora25989 bmp1-13
amillepora30369 bmp1-14
amillepora30373 bmp1-15
amillepora30377 bmp1-16
amillepora30379 bmp1-17
amillepora30387 bmp1-18
amillepora30388 bmp1-19
amillepora07528 bmp2
amillepora16692 bmp2-2
amillepora02758 bmp7
amillepora21104 bmp7-2
amillepora01382 bmp8a
amillepora01375 bmp8b
amillepora26947 bmper
amillepora21896 bmpr2
amillepora10142 bmr1a
amillepora23706 bms1
amillepora06222 bnip3
amillepora18446 bnp1
amillepora07038 boc
amillepora11235 boc-2
amillepora23556 boc-3
amillepora23572 boc-4
amillepora23629 boc-5
amillepora24012 boc-6
amillepora24020 boc-7
amillepora34628 boc-8
amillepora08298 bodg
amillepora16331 bodg-2
amillepora35800 bodg-3
amillepora35801 bodg-4
amillepora35803 bodg-5
amillepora35804 bodg-6
amillepora00264 bok
amillepora01333 bok-2
amillepora20861 bola1
amillepora19055 bola2
amillepora24885 bola2-2
amillepora08602 bola3
amillepora03688 boll
amillepora16876 boll-2
amillepora31880 bop1
amillepora17894 borc6
amillepora01109 borc7
amillepora01847 borc8
amillepora24389 borea
amillepora18243 bphl
amillepora03949 bpi
amillepora19518 bpl1
amillepora14867 bpnt1
amillepora11823 bptf
amillepora08398 braf
amillepora16090 braf-2
amillepora22118 brap
amillepora12619 brat
amillepora18371 brat-2
amillepora18389 brat-3
amillepora18394 brat-4
amillepora14401 brat1
amillepora12603 brca1
amillepora12606 brca1-2
amillepora33099 brca1-3
amillepora24701 brcc3
amillepora24820 brd2
amillepora10745 brd7
amillepora04457 brd8
amillepora00150 brdt
amillepora13570 brdt-2
amillepora02198 bre1a
amillepora07831 bre1a-2
amillepora14103 bri3
amillepora16413 brm1l
amillepora16961 brm1l-2
amillepora01445 brme1
amillepora01449 brme1-2
amillepora23824 brnp3
amillepora00798 broj
amillepora12752 bromi
amillepora00780 brox
amillepora00788 brox-2
amillepora04351 brox-3
amillepora03104 brpf1
amillepora14109 brs3
amillepora29199 brs3-2
amillepora13257 brsk2
amillepora25459 brx1
amillepora25501 brx1-2
amillepora33760 bscl2
amillepora22543 bsdc1
amillepora04569 bsn
amillepora29227 bst1
amillepora14553 btaf1
amillepora14587 btaf1-2
amillepora01409 btbd2
amillepora01426 btbd2-2
amillepora14430 btbd2-3
amillepora14432 btbd2-4
amillepora14441 btbd2-5
amillepora14442 btbd2-6
amillepora14443 btbd2-7
amillepora15010 btbd2-8
amillepora19894 btbd2-9
amillepora19897 btbd2-10
amillepora19899 btbd2-11
amillepora24511 btbd2-12
amillepora07308 btbd3
amillepora14180 btbd3-2
amillepora14182 btbd3-3
amillepora14187 btbd3-4
amillepora14435 btbd3-5
amillepora14439 btbd3-6
amillepora06317 btbd6
amillepora07310 btbd6-2
amillepora12416 btbd6-3
amillepora13269 btbd6-4
amillepora14181 btbd6-5
amillepora14183 btbd6-6
amillepora14185 btbd6-7
amillepora14186 btbd6-8
amillepora14188 btbd6-9
amillepora14431 btbd6-10
amillepora14433 btbd6-11
amillepora14434 btbd6-12
amillepora14436 btbd6-13
amillepora14440 btbd6-14
amillepora14446 btbd6-15
amillepora14447 btbd6-16
amillepora20597 btbd6-17
amillepora23181 btbd6-18
amillepora24507 btbd6-19
amillepora24508 btbd6-20
amillepora24510 btbd6-21
amillepora24513 btbd6-22
amillepora36946 btbd6-23
amillepora37199 btbd6-24
amillepora26954 btbd7
amillepora05341 btbd8
amillepora15140 btbd9
amillepora13101 btbdb
amillepora13102 btbdb-2
amillepora26193 btbdj
amillepora26517 btbdj-2
amillepora30418 btg1
amillepora07441 btk
amillepora01315 btn1
amillepora01738 btn1-2
amillepora20819 btn1-3
amillepora20822 btn1-4
amillepora20823 btn1-5
amillepora01015 buae
amillepora16677 bub1b
amillepora00170 bub3
amillepora20235 bud13
amillepora20238 bud13-2
amillepora20250 bud13-3
amillepora20253 bud13-4
amillepora20255 bud13-5
amillepora23193 bud23
amillepora13750 bud31
amillepora13796 bud31-2
amillepora25008 bup1
amillepora05975 byr3
amillepora36194 byr3-2
amillepora06026 byst
amillepora12506 bzw1
amillepora00145 c10
amillepora09089 c102a
amillepora24566 c102a-2
amillepora02741 c163a
amillepora08323 c163a-2
amillepora01027 c163b
amillepora10094 c19l1
amillepora10456 c19l2
amillepora10461 c19l2-2
amillepora09930 c1d
amillepora20771 c1qb
amillepora24932 c1qbp
amillepora16649 c1qt3
amillepora15184 c1r
amillepora14059 c1t9a
amillepora14832 c1t9a-2
amillepora09681 c1t9b
amillepora22410 c1t9b-2
amillepora31485 c1t9b-3
amillepora26713 c1tc
amillepora26715 c1tc-2
amillepora01041 c27c1
amillepora08608 c27c1-2
amillepora08610 c27c1-3
amillepora08611 c27c1-4
amillepora16892 c27c1-5
amillepora16893 c27c1-6
amillepora16894 c27c1-7
amillepora16896 c27c1-8
amillepora34099 c27c1-9
amillepora34102 c27c1-10
amillepora07094 c2cd3
amillepora13233 c2cd5
amillepora22531 c2d1a
amillepora03212 c2d2a
amillepora05826 c42s2
amillepora29558 c560
amillepora19962 c8ap2
amillepora16044 c97d2
amillepora16802 c9mt
amillepora01503 ca021
amillepora01518 ca021-2
amillepora26484 ca043
amillepora19346 ca050
amillepora01226 ca052
amillepora00968 ca053
amillepora15450 ca053-2
amillepora25600 ca087
amillepora06062 ca109
amillepora15422 ca112
amillepora09565 ca131
amillepora18852 ca158
amillepora03021 ca189
amillepora11338 ca189-2
amillepora16770 ca194
amillepora16519 ca198
amillepora06665 ca2d1
amillepora18585 ca2d1-2
amillepora06809 ca2d3
amillepora22062 ca2d3-2
amillepora25644 ca2d3-3
amillepora12845 ca3a1
amillepora25827 caap1
amillepora24751 cab39
amillepora32277 cab45
amillepora04507 cabc2
amillepora04508 cabc2-2
amillepora31516 cabc2-3
amillepora22212 cabin
amillepora23396 cabl1
amillepora09033 cabp4
amillepora15392 cac1b
amillepora18452 cac1c
amillepora19621 cac1d
